Boys Enrolled,Complete Primary Schools,Girls Enrolled,Primary Schools with single classroom,Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,Boundary wall,Building condition satisfactory,Complete Primary Schools,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,No Facility,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
0.9369,0.280821918,0.0631,0.143835616,0.575342466,0.1205,0.1145,0.3916,0.3735,4096,23,45.45,20.98,41,Harnai,8.39,14,40.73,0.0268,7.69,39.08,56.31,9.065,20.1,0,0.863905325,146,0.136094675,23,0.04,140000,21,84,Balochistan,47.42,24.2,1009,38.46,169,2015
0.8556,0.142857143,0.1444,0.187122736,0.670020121,0.1241,0.2011,0.282,0.3929,2445,23,16.9,23.46,71,Jaffarabad,13.52,14,50.01,0.0268,12.13,44.83,64.44,9.065,55.35,0,0.878091873,497,0.121908127,69,0.04,432817,93,333,Balochistan,35.44,13.4,1009,0.99,566,2015
0.8829,0.194331984,0.1171,0.198380567,0.607287449,0.1068,0.2206,0.274,0.3986,3615,23,0,74.89,48,Jhal Magsi,0.43,14,57.25,0.0268,40,66.22,61.71,9.065,51.48,0,0.831649832,247,0.168350168,50,0.04,109941,49,150,Balochistan,49.59,24.94,1009,9.36,297,2015
1,0.225063939,0,0.350383632,0.42455243,0.4007,0.0505,0.4729,0.0758,7499,23,27.95,14.25,88,Kachhi,4.66,14,40.29,0.0268,24.11,52.39,40.43,9.065,18.18,0,0.863134658,391,0.136865342,62,0.04,288056,137,166,Balochistan,50.18,14.9,1009,3.56,453,2015
0.6061,0.228070175,0.3939,0.280701754,0.49122807,0.2671,0.1087,0.3475,0.2766,6622,23,47.58,18.01,91,Kalat,12.1,14,49.79,0.0268,20.97,63.02,89.39,9.065,13.22,0,0.836477987,399,0.163522013,78,0.04,237834,112,196,Balochistan,33.51,25,1009,26.34,477,2015
0.653,0.442913386,0.347,0.206692913,0.350393701,0.5711,0.0126,0.3703,0.046,22539,23,27.51,4.05,225,Kech,5.54,14,69.5,0.0268,39.87,68.83,84.7,9.065,43.9,0,0.765060241,508,0.234939759,156,0.04,413204,105,178,Balochistan,80.57,18.93,1009,17.7,664,2015
0.9038,0.054644809,0.0962,0.295081967,0.650273224,0.682,0,0.2995,0.0184,8958,23,23.43,13.71,10,Kharan,2.86,14,62.93,0.0268,50.86,74.69,59.62,9.065,62,0,0.788793103,183,0.211206897,49,0.04,132500,54,119,Balochistan,55.41,19.89,1009,8.57,232,2015
0.5865,0.321711569,0.4135,0.17274168,0.505546751,0.242,0.0778,0.3655,0.3147,35380,23,33.1,40.81,203,Khuzdar,14.36,14,55.16,0.0268,47.46,69.14,91.35,9.065,28.95,0,0.869146006,631,0.130853994,95,0.04,417466,109,319,Balochistan,31.21,31.31,1009,20.84,726,2015
1,0.194063927,0,0.235159817,0.570776256,0.167,0.1092,0.4197,0.3041,3293,23,33.66,22.6,85,Killa Abdullah,15.72,14,28.04,0.0268,9.83,36.14,33.16,9.065,11.75,0,0.857142857,438,0.142857143,73,0.04,370269,103,250,Balochistan,31.1,17.84,1009,7.37,511,2015
0.8168,0.03142329,0.1832,0.336414048,0.632162662,0.1309,0.2636,0.2382,0.3673,6831,23,12.55,18.92,17,Killa Saifullah,5.98,14,64.44,0.0268,34.56,84.59,68.32,9.065,70.07,0,0.892739274,541,0.107260726,65,0.04,193553,182,342,Balochistan,34.76,15.68,1009,6.37,606,2015
1,0,0,0.202970297,0.824257426,0.1941,0.1648,0.158,0.4831,7610,23,16.21,20.7,0,Kohlu,3.49,14,33.4,0.0268,38.15,50.03,44.58,9.065,20.72,0,0.905829596,404,0.094170404,42,0.04,99846,82,333,Balochistan,18.26,15.96,1009,1.25,446,2015
0.766,0.362934363,0.234,0.185328185,0.451737452,0.1809,0.1152,0.3262,0.3777,15153,23,32.37,17.22,188,Lasbela,15.56,14,58.04,0.0268,43.98,53.74,73.4,9.065,51.58,0,0.854785479,518,0.145214521,88,0.04,312695,96,234,Balochistan,53.44,27.72,1009,29.46,606,2015
0.8447,0,0.1553,0.409657321,0.660436137,0.2881,0.0971,0.2835,0.3313,9830,23,27.85,37.79,0,Loralai,12.87,14,44.11,0.0268,27.85,59.65,65.53,9.065,31.9,0,0.887966805,642,0.112033195,81,0.04,295555,263,424,Balochistan,19.36,24.01,1009,13.68,723,2015
0.6636,0.392739274,0.3364,0.165016502,0.442244224,0.204,0.0793,0.3144,0.4023,5896,23,66.21,13.31,119,Mastung,5.12,14,62.94,0.0268,6.83,85.04,83.64,9.065,18.04,0,0.801587302,303,0.198412698,75,0.04,179784,50,134,Balochistan,65.02,24.57,1009,31.4,378,2015
1,0,0,0.378787879,0.78030303,0.216,0.0314,0.5087,0.2439,5728,23,26.77,23.62,0,Musakhail,5.91,14,30.34,0.0268,66.93,40.42,31.3,9.065,26.59,0,0.868421053,264,0.131578947,40,0.04,134056,100,206,Balochistan,23.03,27.17,1009,12.6,304,2015
0.9609,0,0.0391,0.35619469,0.685840708,0.2484,0.2022,0.222,0.3275,3387,23,19.58,25,0,Nasirabad,3.54,14,35.63,0.0268,11.32,39.2,53.91,9.065,8.14,0,0.88976378,452,0.11023622,56,0.04,245894,161,310,Balochistan,41.28,11.89,1009,0,508,2015
0.6812,0.524096386,0.3188,0.078313253,0.397590361,0.8047,0,0.1721,0.0233,5797,23,41.29,19.35,87,Nushki,18.71,14,59.43,0.0268,27.1,64.6,81.88,9.065,34.15,0,0.697478992,166,0.302521008,72,0.04,137500,13,66,Balochistan,57.1,30.71,1009,47.1,238,2015
0.846,0.595611285,0.154,0.103448276,0.300940439,0.073,0.0919,0.4297,0.4054,16891,23,3.08,65.07,190,Panjgur,0.34,14,51.18,0.0268,78.77,78.91,65.4,9.065,6.1,0,0.811704835,319,0.188295165,74,0.04,234051,33,96,Balochistan,54.29,32.26,1009,14.04,393,2015
0.7324,0.145102781,0.2676,0.338573156,0.516324063,0.3447,0.1242,0.3029,0.2281,7819,23,37.63,18.49,120,Pishin,18.88,14,55.01,0.0268,20.44,66.03,76.76,9.065,31.54,0,0.838742394,827,0.161257606,159,0.04,367183,280,427,Balochistan,45.74,23.18,1009,20.44,986,2015
0.747,0.751282051,0.253,0.094871795,0.153846154,0.4291,0.0354,0.3799,0.1555,2653,23,67.88,41.62,293,Quetta,20.39,14,72.13,0.0268,10.89,80.18,75.3,9.065,64.14,0,0.681818182,390,0.318181818,182,0.04,744802,37,60,Balochistan,68.88,36.59,1009,42.18,572,2015
0.8594,0.012195122,0.1406,0.237804878,0.75,0.2096,0.0778,0.4431,0.2695,0,23,14.01,19.11,2,Sherani,5.73,14,48.84,0.0268,32.48,55.64,64.06,9.065,36.44,0,0.891304348,164,0.108695652,20,0.04,0,39,123,Balochistan,39.22,18.6,1009,21.66,184,2015
0.6769,0.368932039,0.3231,0.276699029,0.354368932,0.5826,0.0367,0.1835,0.1972,7796,23,15.79,11,76,Sibi,8.13,14,62.12,0.0268,32.06,75.01,82.31,9.065,26.33,0,0.78030303,206,0.21969697,58,0.04,180398,57,73,Balochistan,64.84,20.19,1009,33.97,264,2015
0.9884,0.174193548,0.0116,0.2,0.625806452,0.2733,0.0058,0.6686,0.0523,29510,23,17.93,18.62,27,Washuk,6.9,14,35.4,0.0268,68.97,53.36,51.16,9.065,15.22,0,0.824468085,155,0.175531915,33,0.04,118171,31,97,Balochistan,21.87,23.31,1009,4.14,188,2015
0.7505,0.152027027,0.2495,0.165540541,0.682432432,0.1524,0.061,0.3689,0.4177,20297,23,23.78,31.12,45,Zhob,8.39,14,58.69,0.0268,41.61,48.35,74.95,9.065,50.09,0,0.848137536,296,0.151862464,53,0.04,275142,49,202,Balochistan,61.39,22.1,1009,5.59,349,2015
0.7124,0.178082192,0.2876,0.296803653,0.525114155,0.0659,0.3023,0.1822,0.4496,1489,23,32.42,22.37,39,Ziarat,1.83,14,62.46,0.0268,19.63,69.44,78.76,9.065,37.65,0,0.829545455,219,0.170454545,45,0.04,33340,65,115,Balochistan,64,17.63,1009,11.87,264,2015
0.7744,0.908560311,0.2256,0.007782101,0.083657588,0.1745,0.2383,0.1326,0.2097,1489,23,61.09,56.02,467,Bajaur Agency,34.21,14,57.43,0.0268,35.53,59.59,72.56,9.065,34.32,0.245,0.856666667,514,0.143333333,86,0.04,33340,4,43,FATA,63.25,44.47,1009,35.53,600,2015
0.6091,0.917378917,0.3909,0,0.082621083,0.2044,0.234,0.2857,0.1601,1227,23,70.14,60.76,322,FR Bannu,38.19,14,65.9,0.0268,37.15,62.6,89.09,9.065,53.33,0.1158,0.851941748,351,0.148058252,61,0.04,675667,0,29,FATA,58.56,48.68,1009,37.15,412,2015
1,0.886363636,0,0.015151515,0.098484848,0.1579,0.2697,0.1184,0.1842,1227,23,57.8,36.7,117,FR DI Khan,29.36,14,47.3,0.0268,28.44,70.65,46.89,9.065,42.93,0.2697,0.851612903,132,0.148387097,23,0.04,675667,2,13,FATA,28.72,36.15,1009,28.44,155,2015
0.6321,0.945578231,0.3679,0.020408163,0.034013605,0.1568,0.2811,0.1838,0.2108,1227,23,82.88,73.87,139,FR Kohat,29.73,14,39.55,0.0268,34.23,0,86.79,9.065,0,0.1676,0.794594595,147,0.205405405,38,0.04,675667,3,5,FATA,71.4,50.99,1009,34.23,185,2015
0.8106,0.979166667,0.1894,0,0.020833333,0.1589,0.3271,0.1028,0.2617,1227,23,72.73,57.14,94,FR Lakki Marwat,38.96,14,42.56,0.0268,28.57,55.12,68.94,9.065,19.39,0.1495,0.834782609,96,0.165217391,19,0.04,675667,0,2,FATA,26.78,45.19,1009,28.57,115,2015
0.8166,0.953333333,0.1834,0.013333333,0.033333333,0.4,0.0667,0.2444,0.1944,1227,23,83.05,65.25,143,FR Peshawar,61.86,14,51.09,0.0268,44.07,73.5,68.34,9.065,12.3,0.0944,0.824175824,150,0.175824176,32,0.04,675667,2,5,FATA,50.21,59.66,1009,44.07,182,2015
0.5336,0.830687831,0.4664,0.026455026,0.142857143,0.2629,0.2019,0.1972,0.2254,1227,23,76.32,48.68,157,FR Tank,47.37,14,66.06,0.0268,52.63,70.49,96.64,9.065,49.62,0.1127,0.828947368,189,0.171052632,39,0.04,675667,5,27,FATA,47.49,55.53,1009,52.63,228,2015
0.9115,0.913043478,0.0885,0.00621118,0.080745342,0.4173,0.1011,0.2243,0.1452,1227,23,22.5,0,588,Khyber Agency,0,14,56.31,0.0268,26.78,69.19,58.85,9.065,54.22,0.1121,0.878581173,644,0.121418827,89,0.04,675667,4,52,FATA,42.97,15.21,1009,26.78,733,2015
0.7677,0.906614786,0.2323,0.009727626,0.083657588,0.2461,0.1594,0.1664,0.1664,1227,23,48.82,65.33,466,Kurram Agency,26.18,14,36.24,0.0268,25.94,0,73.23,9.065,0,0.2617,0.829032258,514,0.170967742,106,0.04,675667,5,43,FATA,71.72,38.44,1009,25.94,620,2015
0.9115,0.953535354,0.0885,0.002020202,0.044444444,0.1526,0.207,0.1544,0.1649,1227,23,41.67,45.63,472,Mohmand Agency,20,14,57.17,0.0268,18.75,57.24,58.85,9.065,72.47,0.3211,0.831932773,495,0.168067227,100,0.04,675667,1,22,FATA,40.12,28.96,1009,18.75,595,2015
0.7669,0.839416058,0.2331,0.077858881,0.082725061,0.4712,0.1215,0.2196,0.1194,1227,23,68.55,0.99,690,North Waziristan Agency,78.42,14,26.45,0.0268,55.57,0,73.31,9.065,0,0.0682,0.868004224,822,0.131995776,125,0.04,675667,64,68,FATA,32.5,51.82,1009,55.57,947,2015
0.9314,0.937209302,0.0686,0.018604651,0.044186047,0.0593,0.1861,0.1022,0.1943,1227,23,51.21,59.95,403,Orakzai Agency,13.83,14,59.68,0.0268,16.75,78.62,56.86,9.065,64.45,0.4581,0.866935484,430,0.133064516,66,0.04,675667,8,19,FATA,38.79,31.7,1009,16.75,496,2015
0.7732,0.917460317,0.2268,0.015873016,0.066666667,0.3241,0.1245,0.166,0.1897,1227,23,37.31,50.19,578,South Waziristan Agency,16.35,14,29.21,0.0268,26.15,0,72.68,9.065,0,0.1957,0.847913863,630,0.152086137,113,0.04,675667,10,42,FATA,44.18,31.23,1009,26.15,743,2015
0.5846,0.65625,0.4154,0.03125,0.3125,0.1795,0.1795,0.1709,0.1966,1227,23,27.69,26.15,42,Astor,13.85,14,75.86,0.0268,23.08,71.22,91.54,9.065,65.43,0.2735,0.547008547,64,0.452991453,53,0.04,675667,2,20,GB,75.23,25.85,1009,38.46,117,2015
1,0,0,0.378640777,0.67961165,0.0921,0.1757,0.3724,0.1423,1227,23,13.18,11.63,0,Diamir,43.41,14,58.36,0.0268,24.81,38.54,47.34,9.065,69.65,0.2176,0.861924686,206,0.138075314,33,0.04,675667,78,140,GB,77.9,20.78,1009,10.85,239,2015
0.5345,0.805970149,0.4655,0,0.194029851,0.1583,0.1511,0.2662,0.2158,6400,23,47.76,22.39,54,Ghanchi,38.81,14,68.79,0.0268,46.27,71.95,96.55,9.065,50.63,0.2086,0.482014388,67,0.517985612,72,0.04,88366,0,13,GB,56.05,34.93,1009,19.4,139,2015
0.647,0.728813559,0.353,0,0.271186441,0.4912,0.0439,0.307,0.1404,9635,23,38.71,11.29,43,Ghizer,83.87,14,69.58,0.0268,79.03,76.26,85.3,9.065,55.73,0.0175,0.51754386,59,0.48245614,55,0.04,120218,0,16,GB,61.02,52.9,1009,51.61,114,2015
0.5473,0.818181818,0.4527,0.012987013,0.168831169,0.5211,0.0845,0.169,0.2113,3800,23,80,17.33,63,Gilgit,56,14,74.88,0.0268,57.33,69.92,95.27,9.065,54.12,0.0141,0.542253521,77,0.457746479,65,0.04,243324,1,13,GB,80.22,57.33,1009,76,142,2015
0.5415,0.926829268,0.4585,0,0.073170732,0.5758,0.0404,0.2323,0.1212,15700,23,73.33,22.22,38,Hunza Nagar,66.67,14,77.33,0.0268,71.11,74.55,95.85,9.065,54.29,0.0303,0.414141414,41,0.585858586,58,0.04,0,0,3,GB,84.64,63.56,1009,84.44,99,2015
0.633,0.713780919,0.367,0.017667845,0.268551237,0.2212,0.1176,0.2188,0.1765,15000,23,67.16,19.4,202,Skardu,42.91,14,78.58,0.0268,36.94,72.6,86.7,9.065,57.46,0.2659,0.665882353,283,0.334117647,142,0.04,214848,5,76,GB,97.56,38.88,1009,27.99,425,2015
0.549,0.994764398,0.451,0.005235602,0,0.8849,0.0026,0.11,0.0026,906,23,96.86,49.74,190,Islamabad,92.67,14,83.96,0.0268,98.43,94.31,95.1,9.065,58.88,0,0.488491049,191,0.511508951,200,0.04,1829180,1,0,ICT,87.55,86.6,1009,95.29,391,2015
0.5887,0.63282795,0.4113,0.177323665,0.189848385,0.2305,0.1298,0.2679,0.2261,1967,23,58.75,43,960,Abbottabad,61.27,14,76.13,0.0268,31.76,92.43,91.13,9.065,37.57,0.1458,0.830777656,1517,0.169222344,309,0.04,880666,269,288,KP,83.39,52.49,1009,67.66,1826,2015
0.6402,0.634894992,0.3598,0.085621971,0.279483037,0.5996,0.0541,0.1725,0.109,1967,23,96.07,97.96,786,Bannu,98.74,14,67,0.0268,98.74,70.45,85.98,9.065,45.58,0.0648,0.826987308,1238,0.173012692,259,0.04,880666,106,346,KP,66,96.26,1009,89.79,1497,2015
0.9234,0.479395604,0.0766,0.309065934,0.211538462,0.0991,0.153,0.2191,0.2362,1301,23,42.34,53.52,349,Batagram,35.03,14,53.53,0.0268,10.76,75,57.66,9.065,52.4,0.2925,0.891064871,728,0.108935129,89,0.04,307278,225,154,KP,29.04,40,1009,58.34,817,2015
0.781,0.742301459,0.219,0.084278768,0.173419773,0.5115,0.0537,0.2532,0.1381,1865,23,86.71,90.92,458,Buner,67.42,14,63.83,0.0268,56.89,81.43,71.9,9.065,36.87,0.0435,0.789002558,617,0.210997442,165,0.04,506048,52,107,KP,65.14,77.05,1009,83.31,782,2015
0.6242,0.873126873,0.3758,0.026973027,0.0999001,0.6849,0.0155,0.2136,0.0794,996,23,97.22,66.7,874,Charsadda,85.43,14,73.51,0.0268,67.79,77.96,87.58,9.065,55.47,0.0065,0.817810458,1001,0.182189542,223,0.04,1022364,27,100,KP,73.04,82.44,1009,95.04,1224,2015
0.5416,0.426829268,0.4584,0.254573171,0.318597561,0.2808,0.0989,0.3065,0.2051,14850,23,61.49,95.03,280,Chitral,69.41,14,76.61,0.0268,33.85,83.14,95.84,9.065,31.97,0.1087,0.800976801,656,0.199023199,163,0.04,318689,167,209,KP,95.51,65.19,1009,66.15,819,2015
0.6453,0.728375101,0.3547,0.09135004,0.180274859,0.4389,0.0766,0.2413,0.1843,7326,23,76.71,89.75,901,Dera Ismail Khan,72.75,14,63.03,0.0268,56.37,58.78,85.47,9.065,41.56,0.0589,0.78340722,1237,0.21659278,342,0.04,852995,113,223,KP,66.32,75.16,1009,80.2,1579,2015
0.8323,0.655487805,0.1677,0.100609756,0.243902439,0.405,0.055,0.255,0.2375,1597,23,86.73,71.3,215,Hangu,64.81,14,58.46,0.0268,52.16,63.29,66.77,9.065,30.38,0.0475,0.82,328,0.18,72,0.04,614529,33,80,KP,73.41,72.16,1009,85.8,400,2015
0.526,0.675954592,0.474,0.145510836,0.178534572,0.4826,0.0664,0.1879,0.1474,1725,23,71.87,87.16,655,Haripur,59.12,14,83.97,0.0268,55.35,97.33,97.4,9.065,54.9,0.1158,0.784615385,969,0.215384615,266,0.04,692228,141,173,KP,86.24,69.87,1009,75.84,1235,2015
0.5128,0.871299871,0.4872,0.051480051,0.077220077,0.3025,0.1229,0.2878,0.2006,3372,23,73.73,92.46,677,Karak,43.3,14,75.23,0.0268,36.8,76.33,98.72,9.065,37.26,0.0861,0.814465409,777,0.185534591,177,0.04,430796,40,60,KP,88.61,62.13,1009,64.37,954,2015
0.7928,0.897590361,0.2072,0.018072289,0.084337349,0.6246,0.0131,0.261,0.1013,2545,23,99.69,86.52,596,Kohat,74.12,14,65.04,0.0268,72.28,75.24,70.72,9.065,39.66,0,0.788598575,664,0.211401425,178,0.04,562644,12,56,KP,74.53,86.06,1009,97.7,842,2015
0.9739,0.508975713,0.0261,0.204857445,0.286166843,0.0264,0.3007,0.1357,0.1583,7492,23,27.24,77.95,482,Kohistan,50.99,14,41.44,0.0268,4.43,44.88,52.61,9.065,42.88,0.3789,0.892554194,947,0.107445806,114,0.04,472570,194,271,KP,25.4,37.23,1009,25.54,1061,2015
0.7789,0.667377399,0.2211,0.078891258,0.253731343,0.4643,0.0677,0.2665,0.1435,3164,23,80.27,90.93,626,Lakki Marwat,60.23,14,61.49,0.0268,70.04,61.55,72.11,9.065,37.82,0.0579,0.83600713,938,0.16399287,184,0.04,490025,74,238,KP,74.47,75.95,1009,78.27,1122,2015
0.7731,0.704527403,0.2269,0.107227959,0.188244639,0.4158,0.0471,0.3196,0.1317,1582,23,78.58,84.25,887,Lower Dir,50.28,14,62.54,0.0268,67.71,76.38,72.69,9.065,25.01,0.0859,0.807051282,1259,0.192948718,301,0.04,717649,135,237,KP,76.08,72.53,1009,81.85,1560,2015
0.5176,0.852575488,0.4824,0.053285968,0.094138544,0.678,0.0355,0.1801,0.0695,952,23,84.3,95.77,480,Malakand,76.01,14,78.39,0.0268,85.01,81.88,98.24,9.065,41.08,0.0369,0.79858156,563,0.20141844,142,0.04,452291,30,53,KP,92.38,85.36,1009,85.71,705,2015
0.5593,0.414959016,0.4407,0.331454918,0.253586066,0.2548,0.1213,0.1904,0.2165,4579,23,41.04,47.83,810,Mansehra,40.45,14,74.54,0.0268,24.95,85.06,94.07,9.065,63.28,0.217,0.847222222,1952,0.152777778,352,0.04,1152839,647,495,KP,55.77,39.79,1009,44.69,2304,2015
0.6125,0.878766643,0.3875,0.040644709,0.080588648,0.7862,0.0061,0.1425,0.064,1632,23,99.93,84.03,1254,Mardan,96.33,14,77.05,0.0268,78.37,78.62,88.75,9.065,58.62,0.0011,0.79454343,1427,0.20545657,369,0.04,1460100,58,115,KP,82.21,89.92,1009,90.95,1796,2015
0.5905,0.866059818,0.4095,0.035110533,0.098829649,0.6133,0.0267,0.2328,0.1077,1748,23,94.26,83.03,666,Nowshera,75.46,14,77.05,0.0268,73.63,86.5,90.95,9.065,52.11,0.0195,0.787909836,769,0.212090164,207,0.04,874373,27,76,KP,78.63,83.55,1009,91.38,976,2015
0.7311,0.881132075,0.2689,0.028301887,0.090566038,0.6071,0.0275,0.2359,0.1151,1257,23,95.59,85.12,934,Peshawar,80.61,14,68.53,0.0268,58.25,76.64,76.89,9.065,50.94,0.0145,0.76534296,1060,0.23465704,325,0.04,2019118,30,96,KP,69.63,82.17,1009,91.27,1385,2015
0.8113,0.630182421,0.1887,0.109452736,0.260364842,0.1521,0.1397,0.2434,0.2725,1586,23,48.49,68.39,380,Shangla,32.94,14,54.97,0.0268,11.2,59.65,68.87,9.065,34.09,0.1923,0.834024896,603,0.165975104,120,0.04,434563,66,157,KP,57.26,44.55,1009,61.71,723,2015
0.6293,0.812080537,0.3707,0.064237776,0.123681687,0.7496,0.0175,0.1537,0.0693,1543,23,92.4,93.17,847,Swabi,86.43,14,76.64,0.0268,84.5,85.39,87.07,9.065,51.52,0.0099,0.793759513,1043,0.206240487,271,0.04,1026804,67,129,KP,82.56,90.14,1009,94.23,1314,2015
0.6288,0.643013899,0.3712,0.111923921,0.24506218,0.4382,0.0836,0.2016,0.1555,5337,23,65.94,81.73,879,Swat,59.58,14,67.11,0.0268,52.85,79.3,87.12,9.065,38.01,0.1211,0.837622549,1367,0.162377451,265,0.04,1257602,153,335,KP,63.99,66.97,1009,74.78,1632,2015
0.6069,0.805157593,0.3931,0.031518625,0.163323782,0.4406,0.0583,0.2867,0.2075,1679,23,90,84.44,281,Tank,58.33,14,56.7,0.0268,68.89,50.38,89.31,9.065,37.27,0.007,0.813519814,349,0.186480186,80,0.04,238216,11,57,KP,49.85,78,1009,88.33,429,2015
0.7579,0.616504854,0.2421,0.111650485,0.27184466,0.0127,0.2034,0.1229,0.2246,497,23,41.31,56.34,127,Tor Ghar,20.66,14,64.55,0.0268,1.88,55.54,74.21,9.065,52.21,0.4364,0.872881356,206,0.127118644,30,0.04,185000,23,56,KP,76.25,31.17,1009,35.68,236,2015
0.8145,0.690210657,0.1855,0.118959108,0.190830235,0.1802,0.1167,0.2688,0.3,3699,23,69.34,75.84,557,Upper Dir,39.3,14,58.21,0.0268,24.28,69.32,68.55,9.065,35.54,0.1344,0.840625,807,0.159375,153,0.04,575858,96,154,KP,59.42,57.37,1009,78.1,960,2015
0.5202,0.835680751,0.4798,0.042253521,0.122065728,0.9596,0,0.0404,0,6858,23,93.65,90.13,712,Attock,86.84,14,81.8,0.0268,81.67,87.66,97.98,9.065,55.2,0,0.662004662,852,0.337995338,435,0.04,1274935,36,104,Punjab,86.36,89.4,1009,94.71,1287,2015
0.5946,0.713119216,0.4054,0.097441481,0.189439303,0.8843,0,0.1157,0,8878,23,82.05,88.6,1310,Bahawalnagar,88.93,14,67.94,0.0268,64.43,73.52,90.54,9.065,56.98,0,0.76446109,1837,0.23553891,566,0.04,2061447,179,348,Punjab,50.72,82.53,1009,88.65,2403,2015
0.6662,0.752610966,0.3338,0.066579634,0.180809399,0.926,0,0.074,0,24830,23,88.23,89.14,1153,Bahawalpur,96.29,14,61.49,0.0268,76.27,56.22,83.38,9.065,58.66,0,0.776482514,1532,0.223517486,441,0.04,2433091,102,277,Punjab,47.71,89.25,1009,96.29,1973,2015
0.7852,0.836714976,0.2148,0.024154589,0.139130435,0.8996,0,0.1004,0,8153,23,84.13,82.03,866,Bhakkar,97.61,14,71.68,0.0268,67.5,81.12,71.48,9.065,75.25,0,0.769516729,1035,0.230483271,310,0.04,1051456,25,144,Punjab,58.85,84.55,1009,91.49,1345,2015
0.5221,0.900133156,0.4779,0.015978695,0.083888149,0.9661,0,0.0339,0,6524,23,96.07,92.75,676,Chakwal,94.96,14,84.75,0.0268,82.68,96.23,97.79,9.065,56.31,0,0.621688742,751,0.378311258,457,0.04,1083725,12,63,Punjab,88.67,92.48,1009,95.95,1208,2015
0.8371,0.822097378,0.1629,0.052434457,0.125468165,0.961,0,0.039,0,0,23,90.71,86.8,439,Chiniot,99.26,14,66.28,0.0268,88.29,76.98,66.29,9.065,62.52,0,0.770562771,534,0.229437229,159,0.04,965124,28,67,Punjab,59.35,92.71,1009,98.51,693,2015
0.7509,0.592567103,0.2491,0.206469374,0.200963524,0.7637,0,0.2363,0,11922,23,53.16,71.45,861,Dera Ghazi Khan,80.34,14,49.42,0.0268,23.73,75.69,74.91,9.065,11.25,0,0.815375982,1453,0.184624018,329,0.04,2643118,300,292,Punjab,35.82,59.45,1009,68.57,1782,2015
0.537,0.868008949,0.463,0.041759881,0.090231171,0.9609,0,0.0391,0,5856,23,89.79,89.05,1164,Faisalabad,98.36,14,80.99,0.0268,92.32,84.11,96.3,9.065,59.78,0,0.576526225,1341,0.423473775,985,0.04,5429547,56,121,Punjab,83.78,93.28,1009,96.87,2326,2015
0.5658,0.838209983,0.4342,0.048192771,0.113597246,0.959,0,0.041,0,3622,23,92.27,84.89,974,Gujranwala,96.74,14,77.18,0.0268,76.65,85.87,93.42,9.065,43.27,0,0.679929783,1162,0.320070217,547,0.04,3400940,56,132,Punjab,86.14,88.33,1009,91.07,1709,2015
0.5697,0.878172589,0.4303,0.023350254,0.098477157,0.9765,0,0.0235,0,3192,23,98.48,91.81,865,Gujrat,98.69,14,77.76,0.0268,93.12,85.91,93.03,9.065,64.09,0,0.662407532,985,0.337592468,502,0.04,2048008,23,97,Punjab,68.01,95.75,1009,96.66,1487,2015
0.5591,0.693014706,0.4409,0.018382353,0.288602941,0.974,0,0.026,0,2367,23,93.97,88.67,377,Hafizabad,97.26,14,76.83,0.0268,69.29,80.93,94.09,9.065,63.41,0,0.744186047,544,0.255813953,187,0.04,832980,10,157,Punjab,68.88,87.97,1009,90.68,731,2015
0.5918,0.846805235,0.4082,0.077752117,0.075442648,0.8526,0,0.1474,0,8809,23,81.56,88.47,1100,Jhang,98.94,14,72.33,0.0268,74.81,72.92,90.82,9.065,68.39,0,0.78489426,1299,0.21510574,356,0.04,2834546,101,98,Punjab,57.2,87.86,1009,95.52,1655,2015
0.5231,0.853747715,0.4769,0.02559415,0.120658135,0.9761,0,0.0239,0,3587,23,95.14,86.13,467,Jhelum,88.11,14,77.7,0.0268,87.03,96.43,97.69,9.065,47.07,0,0.653524492,547,0.346475508,290,0.04,936957,14,66,Punjab,69.6,90.05,1009,93.87,837,2015
0.5431,0.850183824,0.4569,0.033088235,0.116727941,0.9561,0,0.0439,0,4796,23,93.28,89.65,925,Kasur,98.18,14,71.94,0.0268,85.92,81.18,95.69,9.065,47.68,0,0.723885562,1088,0.276114438,415,0.04,1466000,36,127,Punjab,63.21,92.12,1009,93.55,1503,2015
0.6308,0.882113821,0.3692,0.029810298,0.088075881,0.9862,0,0.0138,0,4349,23,92.84,85.68,651,Khanewal,98.28,14,71.81,0.0268,82.1,78.44,86.92,9.065,67.5,0,0.566820276,738,0.433179724,564,0.04,2068490,22,65,Punjab,54.41,90.4,1009,93.1,1302,2015
0.6769,0.811267606,0.3231,0.053521127,0.135211268,0.8881,0,0.1119,0,6511,23,86.36,82.24,576,Khushab,85.8,14,67.5,0.0268,66.76,83.85,82.31,9.065,45.67,0,0.735751295,710,0.264248705,255,0.04,1205460,38,96,Punjab,58.16,82.81,1009,92.9,965,2015
